GeneID	PathwayID	Description	SYMBOL	GENENAME
54437	hsa04360	Axon guidance	SEMA5B	semaphorin 5B
54910	hsa04360	Axon guidance	SEMA4C	semaphorin 4C
54961	hsa04360	Axon guidance	SSH3	slingshot protein phosphatase 3
5530	hsa04360	Axon guidance	PPP3CA	protein phosphatase 3 catalytic subunit alpha
5532	hsa04360	Axon guidance	PPP3CB	protein phosphatase 3 catalytic subunit beta
5533	hsa04360	Axon guidance	PPP3CC	protein phosphatase 3 catalytic subunit gamma
5534	hsa04360	Axon guidance	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
5535	hsa04360	Axon guidance	PPP3R2	protein phosphatase 3 regulatory subunit B, beta
55558	hsa04360	Axon guidance	PLXNA3	plexin A3
55740	hsa04360	Axon guidance	ENAH	ENAH actin regulator
5578	hsa04360	Axon guidance	PRKCA	protein kinase C alpha
5590	hsa04360	Axon guidance	PRKCZ	protein kinase C zeta
5594	hsa04360	Axon guidance	MAPK1	mitogen-activated protein kinase 1
5595	hsa04360	Axon guidance	MAPK3	mitogen-activated protein kinase 3
56288	hsa04360	Axon guidance	PARD3	par-3 family cell polarity regulator
56896	hsa04360	Axon guidance	DPYSL5	dihydropyrimidinase like 5
56920	hsa04360	Axon guidance	SEMA3G	semaphorin 3G
56924	hsa04360	Axon guidance	PAK6	p21 (RAC1) activated kinase 6
56963	hsa04360	Axon guidance	RGMA	repulsive guidance molecule BMP co-receptor a
57144	hsa04360	Axon guidance	PAK5	p21 (RAC1) activated kinase 5
5727	hsa04360	Axon guidance	PTCH1	patched 1
5747	hsa04360	Axon guidance	PTK2	protein tyrosine kinase 2
57522	hsa04360	Axon guidance	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
57556	hsa04360	Axon guidance	SEMA6A	semaphorin 6A
57689	hsa04360	Axon guidance	LRRC4C	leucine rich repeat containing 4C
57715	hsa04360	Axon guidance	SEMA4G	semaphorin 4G
5781	hsa04360	Axon guidance	PTPN11	protein tyrosine phosphatase non-receptor type 11
5879	hsa04360	Axon guidance	RAC1	Rac family small GTPase 1
5880	hsa04360	Axon guidance	RAC2	Rac family small GTPase 2
5881	hsa04360	Axon guidance	RAC3	Rac family small GTPase 3
5894	hsa04360	Axon guidance	RAF1	Raf-1 proto-oncogene, serine/threonine kinase
5921	hsa04360	Axon guidance	RASA1	RAS p21 protein activator 1
59277	hsa04360	Axon guidance	NTN4	netrin 4
5998	hsa04360	Axon guidance	RGS3	regulator of G protein signaling 3
6091	hsa04360	Axon guidance	ROBO1	roundabout guidance receptor 1
6092	hsa04360	Axon guidance	ROBO2	roundabout guidance receptor 2
6093	hsa04360	Axon guidance	ROCK1	Rho associated coiled-coil containing protein kinase 1
6237	hsa04360	Axon guidance	RRAS	RAS related
6259	hsa04360	Axon guidance	RYK	receptor like tyrosine kinase
6387	hsa04360	Axon guidance	CXCL12	C-X-C motif chemokine ligand 12
6405	hsa04360	Axon guidance	SEMA3F	semaphorin 3F
64101	hsa04360	Axon guidance	LRRC4	leucine rich repeat containing 4
64218	hsa04360	Axon guidance	SEMA4A	semaphorin 4A
64221	hsa04360	Axon guidance	ROBO3	roundabout guidance receptor 3
6469	hsa04360	Axon guidance	SHH	sonic hedgehog signaling molecule
655	hsa04360	Axon guidance	BMP7	bone morphogenetic protein 7
658	hsa04360	Axon guidance	BMPR1B	bone morphogenetic protein receptor type 1B
6585	hsa04360	Axon guidance	SLIT1	slit guidance ligand 1
6586	hsa04360	Axon guidance	SLIT3	slit guidance ligand 3
659	hsa04360	Axon guidance	BMPR2	bone morphogenetic protein receptor type 2
6608	hsa04360	Axon guidance	SMO	smoothened, frizzled class receptor
6714	hsa04360	Axon guidance	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
7220	hsa04360	Axon guidance	TRPC1	transient receptor potential cation channel subfamily C member 1
7222	hsa04360	Axon guidance	TRPC3	transient receptor potential cation channel subfamily C member 3
7223	hsa04360	Axon guidance	TRPC4	transient receptor potential cation channel subfamily C member 4
7224	hsa04360	Axon guidance	TRPC5	transient receptor potential cation channel subfamily C member 5
7225	hsa04360	Axon guidance	TRPC6	transient receptor potential cation channel subfamily C member 6
7474	hsa04360	Axon guidance	WNT5A	Wnt family member 5A
7852	hsa04360	Axon guidance	CXCR4	C-X-C motif chemokine receptor 4
7869	hsa04360	Axon guidance	SEMA3B	semaphorin 3B
7976	hsa04360	Axon guidance	FZD3	frizzled class receptor 3
80031	hsa04360	Axon guidance	SEMA6D	semaphorin 6D
81029	hsa04360	Axon guidance	WNT5B	Wnt family member 5B
815	hsa04360	Axon guidance	CAMK2A	calcium/calmodulin dependent protein kinase II alpha
816	hsa04360	Axon guidance	CAMK2B	calcium/calmodulin dependent protein kinase II beta
817	hsa04360	Axon guidance	CAMK2D	calcium/calmodulin dependent protein kinase II delta
818	hsa04360	Axon guidance	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
8440	hsa04360	Axon guidance	NCK2	NCK adaptor protein 2
84448	hsa04360	Axon guidance	ABLIM2	actin binding LIM protein family member 2
84552	hsa04360	Axon guidance	PARD6G	par-6 family cell polarity regulator gamma
84612	hsa04360	Axon guidance	PARD6B	par-6 family cell polarity regulator beta
84628	hsa04360	Axon guidance	NTNG2	netrin G2
8482	hsa04360	Axon guidance	SEMA7A	semaphorin 7A (JohnMiltonHagen blood group)
8503	hsa04360	Axon guidance	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
85464	hsa04360	Axon guidance	SSH2	slingshot protein phosphatase 2
8633	hsa04360	Axon guidance	UNC5C	unc-5 netrin receptor C
8829	hsa04360	Axon guidance	NRP1	neuropilin 1
90249	hsa04360	Axon guidance	UNC5A	unc-5 netrin receptor A
9037	hsa04360	Axon guidance	SEMA5A	semaphorin 5A
91584	hsa04360	Axon guidance	PLXNA4	plexin A4
91653	hsa04360	Axon guidance	BOC	BOC cell adhesion associated, oncogene regulated
9353	hsa04360	Axon guidance	SLIT2	slit guidance ligand 2
9423	hsa04360	Axon guidance	NTN1	netrin 1
9475	hsa04360	Axon guidance	ROCK2	Rho associated coiled-coil containing protein kinase 2
9723	hsa04360	Axon guidance	SEMA3E	semaphorin 3E
9860	hsa04360	Axon guidance	LRIG2	leucine rich repeats and immunoglobulin like domains 2
9901	hsa04360	Axon guidance	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
998	hsa04360	Axon guidance	CDC42	cell division cycle 42
10000	hsa04370	VEGF signaling pathway	AKT3	AKT serine/threonine kinase 3
100137049	hsa04370	VEGF signaling pathway	PLA2G4B	phospholipase A2 group IVB
110117499	hsa04370	VEGF signaling pathway	P3R3URF-PIK3R3	P3R3URF-PIK3R3 readthrough
123745	hsa04370	VEGF signaling pathway	PLA2G4E	phospholipase A2 group IVE
1432	hsa04370	VEGF signaling pathway	MAPK14	mitogen-activated protein kinase 14
207	hsa04370	VEGF signaling pathway	AKT1	AKT serine/threonine kinase 1
208	hsa04370	VEGF signaling pathway	AKT2	AKT serine/threonine kinase 2
255189	hsa04370	VEGF signaling pathway	PLA2G4F	phospholipase A2 group IVF
25759	hsa04370	VEGF signaling pathway	SHC2	SHC adaptor protein 2
283748	hsa04370	VEGF signaling pathway	PLA2G4D	phospholipase A2 group IVD
3265	hsa04370	VEGF signaling pathway	HRAS	HRas proto-oncogene, GTPase
3315	hsa04370	VEGF signaling pathway	HSPB1	heat shock protein family B (small) member 1
3791	hsa04370	VEGF signaling pathway	KDR	kinase insert domain receptor
3845	hsa04370	VEGF signaling pathway	KRAS	KRAS proto-oncogene, GTPase
4773	hsa04370	VEGF signaling pathway	NFATC2	nuclear factor of activated T cells 2
4846	hsa04370	VEGF signaling pathway	NOS3	nitric oxide synthase 3
4893	hsa04370	VEGF signaling pathway	NRAS	NRAS proto-oncogene, GTPase
5290	hsa04370	VEGF signaling pathway	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
5291	hsa04370	VEGF signaling pathway	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
5293	hsa04370	VEGF signaling pathway	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
5295	hsa04370	VEGF signaling pathway	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
5296	hsa04370	VEGF signaling pathway	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
5321	hsa04370	VEGF signaling pathway	PLA2G4A	phospholipase A2 group IVA
5335	hsa04370	VEGF signaling pathway	PLCG1	phospholipase C gamma 1
5336	hsa04370	VEGF signaling pathway	PLCG2	phospholipase C gamma 2
5530	hsa04370	VEGF signaling pathway	PPP3CA	protein phosphatase 3 catalytic subunit alpha
5532	hsa04370	VEGF signaling pathway	PPP3CB	protein phosphatase 3 catalytic subunit beta
5533	hsa04370	VEGF signaling pathway	PPP3CC	protein phosphatase 3 catalytic subunit gamma
5534	hsa04370	VEGF signaling pathway	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
5535	hsa04370	VEGF signaling pathway	PPP3R2	protein phosphatase 3 regulatory subunit B, beta
5578	hsa04370	VEGF signaling pathway	PRKCA	protein kinase C alpha
5579	hsa04370	VEGF signaling pathway	PRKCB	protein kinase C beta
5582	hsa04370	VEGF signaling pathway	PRKCG	protein kinase C gamma
5594	hsa04370	VEGF signaling pathway	MAPK1	mitogen-activated protein kinase 1
5595	hsa04370	VEGF signaling pathway	MAPK3	mitogen-activated protein kinase 3
5600	hsa04370	VEGF signaling pathway	MAPK11	mitogen-activated protein kinase 11
5603	hsa04370	VEGF signaling pathway	MAPK13	mitogen-activated protein kinase 13
5604	hsa04370	VEGF signaling pathway	MAP2K1	mitogen-activated protein kinase kinase 1
5605	hsa04370	VEGF signaling pathway	MAP2K2	mitogen-activated protein kinase kinase 2
56848	hsa04370	VEGF signaling pathway	SPHK2	sphingosine kinase 2
572	hsa04370	VEGF signaling pathway	BAD	BCL2 associated agonist of cell death
5743	hsa04370	VEGF signaling pathway	PTGS2	prostaglandin-endoperoxide synthase 2
5747	hsa04370	VEGF signaling pathway	PTK2	protein tyrosine kinase 2
5829	hsa04370	VEGF signaling pathway	PXN	paxillin
5879	hsa04370	VEGF signaling pathway	RAC1	Rac family small GTPase 1
5880	hsa04370	VEGF signaling pathway	RAC2	Rac family small GTPase 2
5881	hsa04370	VEGF signaling pathway	RAC3	Rac family small GTPase 3
5894	hsa04370	VEGF signaling pathway	RAF1	Raf-1 proto-oncogene, serine/threonine kinase
6300	hsa04370	VEGF signaling pathway	MAPK12	mitogen-activated protein kinase 12
6714	hsa04370	VEGF signaling pathway	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
7422	hsa04370	VEGF signaling pathway	VEGFA	vascular endothelial growth factor A
7867	hsa04370	VEGF signaling pathway	MAPKAPK3	MAPK activated protein kinase 3
842	hsa04370	VEGF signaling pathway	CASP9	caspase 9
8503	hsa04370	VEGF signaling pathway	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
8605	hsa04370	VEGF signaling pathway	PLA2G4C	phospholipase A2 group IVC
8681	hsa04370	VEGF signaling pathway	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough
8877	hsa04370	VEGF signaling pathway	SPHK1	sphingosine kinase 1
9047	hsa04370	VEGF signaling pathway	SH2D2A	SH2 domain containing 2A
9261	hsa04370	VEGF signaling pathway	MAPKAPK2	MAPK activated protein kinase 2
998	hsa04370	VEGF signaling pathway	CDC42	cell division cycle 42
10000	hsa04371	Apelin signaling pathway	AKT3	AKT serine/threonine kinase 3
10014	hsa04371	Apelin signaling pathway	HDAC5	histone deacetylase 5
100271849	hsa04371	Apelin signaling pathway	MEF2B	myocyte enhancer factor 2B
100506013	hsa04371	Apelin signaling pathway	APELA	apelin receptor early endogenous ligand
10365	hsa04371	Apelin signaling pathway	KLF2	KLF transcription factor 2
10672	hsa04371	Apelin signaling pathway	GNA13	G protein subunit alpha 13
10681	hsa04371	Apelin signaling pathway	GNB5	G protein subunit beta 5
107	hsa04371	Apelin signaling pathway	ADCY1	adenylate cyclase 1
108	hsa04371	Apelin signaling pathway	ADCY2	adenylate cyclase 2
10891	hsa04371	Apelin signaling pathway	PPARGC1A	PPARG coactivator 1 alpha
109	hsa04371	Apelin signaling pathway	ADCY3	adenylate cyclase 3
111	hsa04371	Apelin signaling pathway	ADCY5	adenylate cyclase 5
112	hsa04371	Apelin signaling pathway	ADCY6	adenylate cyclase 6
113	hsa04371	Apelin signaling pathway	ADCY7	adenylate cyclase 7
114	hsa04371	Apelin signaling pathway	ADCY8	adenylate cyclase 8
115	hsa04371	Apelin signaling pathway	ADCY9	adenylate cyclase 9
146850	hsa04371	Apelin signaling pathway	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6
1490	hsa04371	Apelin signaling pathway	CCN2	cellular communication network factor 2
163688	hsa04371	Apelin signaling pathway	CALML6	calmodulin like 6
182	hsa04371	Apelin signaling pathway	JAG1	jagged canonical Notch ligand 1
185	hsa04371	Apelin signaling pathway	AGTR1	angiotensin II receptor type 1
187	hsa04371	Apelin signaling pathway	APLNR	apelin receptor
1958	hsa04371	Apelin signaling pathway	EGR1	early growth response 1
196883	hsa04371	Apelin signaling pathway	ADCY4	adenylate cyclase 4
207	hsa04371	Apelin signaling pathway	AKT1	AKT serine/threonine kinase 1
208	hsa04371	Apelin signaling pathway	AKT2	AKT serine/threonine kinase 2
22800	hsa04371	Apelin signaling pathway	RRAS2	RAS related 2
22808	hsa04371	Apelin signaling pathway	MRAS	muscle RAS oncogene homolog
23236	hsa04371	Apelin signaling pathway	PLCB1	phospholipase C beta 1
23533	hsa04371	Apelin signaling pathway	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5
2475	hsa04371	Apelin signaling pathway	MTOR	mechanistic target of rapamycin kinase
2770	hsa04371	Apelin signaling pathway	GNAI1	G protein subunit alpha i1
2771	hsa04371	Apelin signaling pathway	GNAI2	G protein subunit alpha i2
2773	hsa04371	Apelin signaling pathway	GNAI3	G protein subunit alpha i3
2776	hsa04371	Apelin signaling pathway	GNAQ	G protein subunit alpha q
2782	hsa04371	Apelin signaling pathway	GNB1	G protein subunit beta 1
2783	hsa04371	Apelin signaling pathway	GNB2	G protein subunit beta 2
2784	hsa04371	Apelin signaling pathway	GNB3	G protein subunit beta 3
2785	hsa04371	Apelin signaling pathway	GNG3	G protein subunit gamma 3
2786	hsa04371	Apelin signaling pathway	GNG4	G protein subunit gamma 4
2787	hsa04371	Apelin signaling pathway	GNG5	G protein subunit gamma 5
2788	hsa04371	Apelin signaling pathway	GNG7	G protein subunit gamma 7
2790	hsa04371	Apelin signaling pathway	GNG10	G protein subunit gamma 10
2791	hsa04371	Apelin signaling pathway	GNG11	G protein subunit gamma 11
2792	hsa04371	Apelin signaling pathway	GNGT1	G protein subunit gamma transducin 1
2793	hsa04371	Apelin signaling pathway	GNGT2	G protein subunit gamma transducin 2
30849	hsa04371	Apelin signaling pathway	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
3265	hsa04371	Apelin signaling pathway	HRAS	HRas proto-oncogene, GTPase
340156	hsa04371	Apelin signaling pathway	MYLK4	myosin light chain kinase family member 4
3708	hsa04371	Apelin signaling pathway	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
3709	hsa04371	Apelin signaling pathway	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
3710	hsa04371	Apelin signaling pathway	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
3845	hsa04371	Apelin signaling pathway	KRAS	KRAS proto-oncogene, GTPase
392288	hsa04371	Apelin signaling pathway	MAP1LC3BP1	microtubule associated protein 1 light chain 3 beta pseudogene 1
3991	hsa04371	Apelin signaling pathway	LIPE	lipase E, hormone sensitive type
4087	hsa04371	Apelin signaling pathway	SMAD2	SMAD family member 2
4088	hsa04371	Apelin signaling pathway	SMAD3	SMAD family member 3
4089	hsa04371	Apelin signaling pathway	SMAD4	SMAD family member 4
4205	hsa04371	Apelin signaling pathway	MEF2A	myocyte enhancer factor 2A
4207	hsa04371	Apelin signaling pathway	BORCS8-MEF2B	BORCS8-MEF2B readthrough
4208	hsa04371	Apelin signaling pathway	MEF2C	myocyte enhancer factor 2C
4209	hsa04371	Apelin signaling pathway	MEF2D	myocyte enhancer factor 2D
440738	hsa04371	Apelin signaling pathway	MAP1LC3C	microtubule associated protein 1 light chain 3 gamma
441925	hsa04371	Apelin signaling pathway	BECN2	beclin 2
4633	hsa04371	Apelin signaling pathway	MYL2	myosin light chain 2
4634	hsa04371	Apelin signaling pathway	MYL3	myosin light chain 3
4635	hsa04371	Apelin signaling pathway	MYL4	myosin light chain 4
4638	hsa04371	Apelin signaling pathway	MYLK	myosin light chain kinase
4842	hsa04371	Apelin signaling pathway	NOS1	nitric oxide synthase 1
4843	hsa04371	Apelin signaling pathway	NOS2	nitric oxide synthase 2
4846	hsa04371	Apelin signaling pathway	NOS3	nitric oxide synthase 3
4854	hsa04371	Apelin signaling pathway	NOTCH3	notch receptor 3
4893	hsa04371	Apelin signaling pathway	NRAS	NRAS proto-oncogene, GTPase
4899	hsa04371	Apelin signaling pathway	NRF1	nuclear respiratory factor 1
5054	hsa04371	Apelin signaling pathway	SERPINE1	serpin family E member 1
5140	hsa04371	Apelin signaling pathway	PDE3B	phosphodiesterase 3B
51422	hsa04371	Apelin signaling pathway	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2
51764	hsa04371	Apelin signaling pathway	GNG13	G protein subunit gamma 13
51806	hsa04371	Apelin signaling pathway	CALML5	calmodulin like 5
5289	hsa04371	Apelin signaling pathway	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3
5294	hsa04371	Apelin signaling pathway	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma
5327	hsa04371	Apelin signaling pathway	PLAT	plasminogen activator, tissue type
5330	hsa04371	Apelin signaling pathway	PLCB2	phospholipase C beta 2
5331	hsa04371	Apelin signaling pathway	PLCB3	phospholipase C beta 3
5332	hsa04371	Apelin signaling pathway	PLCB4	phospholipase C beta 4
5346	hsa04371	Apelin signaling pathway	PLIN1	perilipin 1
53632	hsa04371	Apelin signaling pathway	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3
54331	hsa04371	Apelin signaling pathway	GNG2	G protein subunit gamma 2
5562	hsa04371	Apelin signaling pathway	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1
5563	hsa04371	Apelin signaling pathway	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2
5564	hsa04371	Apelin signaling pathway	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1
5565	hsa04371	Apelin signaling pathway	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
5566	hsa04371	Apelin signaling pathway	PRKACA	protein kinase cAMP-activated catalytic subunit alpha
5567	hsa04371	Apelin signaling pathway	PRKACB	protein kinase cAMP-activated catalytic subunit beta
5568	hsa04371	Apelin signaling pathway	PRKACG	protein kinase cAMP-activated catalytic subunit gamma
5571	hsa04371	Apelin signaling pathway	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1
5581	hsa04371	Apelin signaling pathway	PRKCE	protein kinase C epsilon
55811	hsa04371	Apelin signaling pathway	ADCY10	adenylate cyclase 10
5594	hsa04371	Apelin signaling pathway	MAPK1	mitogen-activated protein kinase 1
5595	hsa04371	Apelin signaling pathway	MAPK3	mitogen-activated protein kinase 3
55970	hsa04371	Apelin signaling pathway	GNG12	G protein subunit gamma 12
5604	hsa04371	Apelin signaling pathway	MAP2K1	mitogen-activated protein kinase kinase 1
5605	hsa04371	Apelin signaling pathway	MAP2K2	mitogen-activated protein kinase kinase 2
56848	hsa04371	Apelin signaling pathway	SPHK2	sphingosine kinase 2
5894	hsa04371	Apelin signaling pathway	RAF1	Raf-1 proto-oncogene, serine/threonine kinase
59	hsa04371	Apelin signaling pathway	ACTA2	actin alpha 2, smooth muscle
59345	hsa04371	Apelin signaling pathway	GNB4	G protein subunit beta 4
595	hsa04371	Apelin signaling pathway	CCND1	cyclin D1
6194	hsa04371	Apelin signaling pathway	RPS6	ribosomal protein S6
6198	hsa04371	Apelin signaling pathway	RPS6KB1	ribosomal protein S6 kinase B1
6199	hsa04371	Apelin signaling pathway	RPS6KB2	ribosomal protein S6 kinase B2
6237	hsa04371	Apelin signaling pathway	RRAS	RAS related
6261	hsa04371	Apelin signaling pathway	RYR1	ryanodine receptor 1
6262	hsa04371	Apelin signaling pathway	RYR2	ryanodine receptor 2
6263	hsa04371	Apelin signaling pathway	RYR3	ryanodine receptor 3
643246	hsa04371	Apelin signaling pathway	MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2
6543	hsa04371	Apelin signaling pathway	SLC8A2	solute carrier family 8 member A2
6546	hsa04371	Apelin signaling pathway	SLC8A1	solute carrier family 8 member A1
6547	hsa04371	Apelin signaling pathway	SLC8A3	solute carrier family 8 member A3
6548	hsa04371	Apelin signaling pathway	SLC9A1	solute carrier family 9 member A1
6696	hsa04371	Apelin signaling pathway	SPP1	secreted phosphoprotein 1
7019	hsa04371	Apelin signaling pathway	TFAM	transcription factor A, mitochondrial
7046	hsa04371	Apelin signaling pathway	TGFBR1	transforming growth factor beta receptor 1
7350	hsa04371	Apelin signaling pathway	UCP1	uncoupling protein 1
801	hsa04371	Apelin signaling pathway	CALM1	calmodulin 1
805	hsa04371	Apelin signaling pathway	CALM2	calmodulin 2
808	hsa04371	Apelin signaling pathway	CALM3	calmodulin 3
810	hsa04371	Apelin signaling pathway	CALML3	calmodulin like 3
814	hsa04371	Apelin signaling pathway	CAMK4	calcium/calmodulin dependent protein kinase IV
81631	hsa04371	Apelin signaling pathway	MAP1LC3B	microtubule associated protein 1 light chain 3 beta
84557	hsa04371	Apelin signaling pathway	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
85366	hsa04371	Apelin signaling pathway	MYLK2	myosin light chain kinase 2
8678	hsa04371	Apelin signaling pathway	BECN1	beclin 1
8862	hsa04371	Apelin signaling pathway	APLN	apelin
8877	hsa04371	Apelin signaling pathway	SPHK1	sphingosine kinase 1
91807	hsa04371	Apelin signaling pathway	MYLK3	myosin light chain kinase 3
91860	hsa04371	Apelin signaling pathway	CALML4	calmodulin like 4
94235	hsa04371	Apelin signaling pathway	GNG8	G protein subunit gamma 8
9759	hsa04371	Apelin signaling pathway	HDAC4	histone deacetylase 4
999	hsa04371	Apelin signaling pathway	CDH1	cadherin 1
10000	hsa04380	Osteoclast differentiation	AKT3	AKT serine/threonine kinase 3
102725035	hsa04380	Osteoclast differentiation	LOC102725035	leukocyte immunoglobulin-like receptor subfamily B member 3
10288	hsa04380	Osteoclast differentiation	LILRB2	leukocyte immunoglobulin like receptor B2
10326	hsa04380	Osteoclast differentiation	SIRPB1	signal regulatory protein beta 1
10379	hsa04380	Osteoclast differentiation	IRF9	interferon regulatory factor 9
10454	hsa04380	Osteoclast differentiation	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
107987425	hsa04380	Osteoclast differentiation	LOC107987425	leukocyte immunoglobulin-like receptor subfamily B member 3
107987441	hsa04380	Osteoclast differentiation	LOC107987441	leukocyte immunoglobulin-like receptor subfamily B member 3
107987462	hsa04380	Osteoclast differentiation	LOC107987462	leukocyte immunoglobulin-like receptor subfamily B member 3
10859	hsa04380	Osteoclast differentiation	LILRB1	leukocyte immunoglobulin like receptor B1
10990	hsa04380	Osteoclast differentiation	LILRB5	leukocyte immunoglobulin like receptor B5
11006	hsa04380	Osteoclast differentiation	LILRB4	leukocyte immunoglobulin like receptor B4
110117499	hsa04380	Osteoclast differentiation	P3R3URF-PIK3R3	P3R3URF-PIK3R3 readthrough
11024	hsa04380	Osteoclast differentiation	LILRA1	leukocyte immunoglobulin like receptor A1
11025	hsa04380	Osteoclast differentiation	LILRB3	leukocyte immunoglobulin like receptor B3
11026	hsa04380	Osteoclast differentiation	LILRA3	leukocyte immunoglobulin like receptor A3
11027	hsa04380	Osteoclast differentiation	LILRA2	leukocyte immunoglobulin like receptor A2
112268336	hsa04380	Osteoclast differentiation	LOC112268336	leukocyte immunoglobulin-like receptor subfamily B member 3
112268337	hsa04380	Osteoclast differentiation	LOC112268337	leukocyte immunoglobulin-like receptor subfamily B member 3
112268340	hsa04380	Osteoclast differentiation	LOC112268340	leukocyte immunoglobulin-like receptor subfamily B member 3
1147	hsa04380	Osteoclast differentiation	CHUK	component of inhibitor of nuclear factor kappa B kinase complex
124905743	hsa04380	Osteoclast differentiation	LOC124905743	low affinity immunoglobulin gamma Fc region receptor III-B
126014	hsa04380	Osteoclast differentiation	OSCAR	osteoclast associated Ig-like receptor
1385	hsa04380	Osteoclast differentiation	CREB1	cAMP responsive element binding protein 1
140885	hsa04380	Osteoclast differentiation	SIRPA	signal regulatory protein alpha
1432	hsa04380	Osteoclast differentiation	MAPK14	mitogen-activated protein kinase 14
1435	hsa04380	Osteoclast differentiation	CSF1	colony stimulating factor 1
1436	hsa04380	Osteoclast differentiation	CSF1R	colony stimulating factor 1 receptor
1513	hsa04380	Osteoclast differentiation	CTSK	cathepsin K
1535	hsa04380	Osteoclast differentiation	CYBA	cytochrome b-245 alpha chain
1540	hsa04380	Osteoclast differentiation	CYLD	CYLD lysine 63 deubiquitinase
169200	hsa04380	Osteoclast differentiation	TMEM64	transmembrane protein 64
207	hsa04380	Osteoclast differentiation	AKT1	AKT serine/threonine kinase 1
208	hsa04380	Osteoclast differentiation	AKT2	AKT serine/threonine kinase 2
2209	hsa04380	Osteoclast differentiation	FCGR1A	Fc gamma receptor Ia
2212	hsa04380	Osteoclast differentiation	FCGR2A	Fc gamma receptor IIa
2213	hsa04380	Osteoclast differentiation	FCGR2B	Fc gamma receptor IIb
2214	hsa04380	Osteoclast differentiation	FCGR3A	Fc gamma receptor IIIa
2215	hsa04380	Osteoclast differentiation	FCGR3B	Fc gamma receptor IIIb
2274	hsa04380	Osteoclast differentiation	FHL2	four and a half LIM domains 2
23118	hsa04380	Osteoclast differentiation	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
2353	hsa04380	Osteoclast differentiation	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
2354	hsa04380	Osteoclast differentiation	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
23547	hsa04380	Osteoclast differentiation	LILRA4	leukocyte immunoglobulin like receptor A4
2355	hsa04380	Osteoclast differentiation	FOSL2	FOS like 2, AP-1 transcription factor subunit
2534	hsa04380	Osteoclast differentiation	FYN	FYN proto-oncogene, Src family tyrosine kinase
27035	hsa04380	Osteoclast differentiation	NOX1	NADPH oxidase 1
2885	hsa04380	Osteoclast differentiation	GRB2	growth factor receptor bound protein 2
29760	hsa04380	Osteoclast differentiation	BLNK	B cell linker
3454	hsa04380	Osteoclast differentiation	IFNAR1	interferon alpha and beta receptor subunit 1
3455	hsa04380	Osteoclast differentiation	IFNAR2	interferon alpha and beta receptor subunit 2
3456	hsa04380	Osteoclast differentiation	IFNB1	interferon beta 1
3458	hsa04380	Osteoclast differentiation	IFNG	interferon gamma
3459	hsa04380	Osteoclast differentiation	IFNGR1	interferon gamma receptor 1
3460	hsa04380	Osteoclast differentiation	IFNGR2	interferon gamma receptor 2
353514	hsa04380	Osteoclast differentiation	LILRA5	leukocyte immunoglobulin like receptor A5
3551	hsa04380	Osteoclast differentiation	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta
3552	hsa04380	Osteoclast differentiation	IL1A	interleukin 1 alpha
3553	hsa04380	Osteoclast differentiation	IL1B	interleukin 1 beta
3554	hsa04380	Osteoclast differentiation	IL1R1	interleukin 1 receptor type 1
3690	hsa04380	Osteoclast differentiation	ITGB3	integrin subunit beta 3
